id,chain,sapiens_score
d157,H,0.8597637365261713
d160,H,0.8469861588374901
d163,H,0.8797680620035088
d164,H,0.8318476161348218
d165,H,0.8898398285054347
d166,H,0.7817281629375326
d173,H,0.7931805020115809
d174,H,0.7460012859664857
d175,H,0.8221944289305443
d181,H,0.8814965699736065
d182,H,0.7600698002274627
d184,H,0.8764085638413736
d186,H,0.8621938869122181
d188,H,0.8011789542677648
d189,H,0.8885195771021381
d192,H,0.8544159805452501
d195,H,0.8103789344895631
d196,H,0.7898979987362473
d200,H,0.860687314752828
d201,H,0.793598727456161
d203,H,0.8805681872698996
d204,H,0.8470550882252487
d205,H,0.8339239066420507
d207,H,0.8433597565700228
d208,H,0.819340096871284
d209,H,0.8545623253347403
d212,H,0.8723809667656907
d214,H,0.7978948410755644
d215,H,0.8153872726823795
d219,H,0.8723038618444605
d220,H,0.8112897264226427
d221,H,0.8432407547266055
d222,H,0.7467758609425454
d224,H,0.8812763728118236
d229,H,0.8503191649775814
d230,H,0.8082570485601371
d236,H,0.8113539145580666
d237,H,0.7992597450854397
d238,H,0.8892239177865642
d239,H,0.809670185657894
d240,H,0.8571572454476898
d241,H,0.849842683351207
d242,H,0.8784845077467186
d245,H,0.8379643015722011
d248,H,0.8845346758053416
d250,H,0.8470126063859259
d251,H,0.8146403591447281
d253,H,0.8732174183681326
d255,H,0.8839658022813853
d257,H,0.8512652627725759
d259,H,0.8743629069429216
d263,H,0.877887847234628
d265,H,0.8865910124134373
d269,H,0.8107928299632307
d273,H,0.7835933856133904
d274,H,0.8716842148518353
d277,H,0.8429523409731621
d279,H,0.7083295931851563
d280,H,0.8229184057563543
d281,H,0.8685339167631702
d282,H,0.8017324498665016
d283,H,0.8756849953086576
d284,H,0.81054619426193
d286,H,0.8905909986319867
d287,H,0.8011600594518
d289,H,0.805436638175022
d291,H,0.7859706943496488
d292,H,0.8753072989817995
d298,H,0.8200780422830919
d299,H,0.8081947614091559
d300,H,0.8338057352845704
d301,H,0.7561788240137199
d302,H,0.8060145198295896
d303,H,0.8059842327698356
d305,H,0.8718821669567947
d307,H,0.8756273307104027
d308,H,0.7380019720209744
d309,H,0.8181226128395999
d313,H,0.8070204060849383
d315,H,0.87190282776534
d316,H,0.7727467824648745
d318,H,0.7535399566313216
d320,H,0.6989930911222473
d322,H,0.8669674562822495
d323,H,0.8409288230748778
d325,H,0.832932747127232
d326,H,0.8910177877736748
d327,H,0.7870250855641509
d328,H,0.8263446041146072
d332,H,0.754809726108709
d333,H,0.8101042446522217
d334,H,0.7761932898163796
d337,H,0.8707523384646884
d339,H,0.8237177630932617
d340,H,0.8631466717689956
d341,H,0.7928404179486361
d343,H,0.8568652633987709
d345,H,0.851661882589309
d347,H,0.8186262442054701
d348,H,0.8075812152502212
d351,H,0.8319447563162872
d355,H,0.8577085988732372
d356,H,0.8766865781116708
d357,H,0.8831310053762881
d358,H,0.8979184326587939
d361,H,0.8624896023352191
d362,H,0.8082275726824752
d363,H,0.8168738030043303
d364,H,0.8267449277259831
d366,H,0.8507333204167289
d367,H,0.8108594717189401
d371,H,0.8804321674896138
d372,H,0.7772965296129654
d374,H,0.87998589518357
d375,H,0.8862059323324097
d377,H,0.8522909114281964
d378,H,0.8614455469090629
d379,H,0.895801987603446
d381,H,0.8883374453147995
d382,H,0.7978689065676624
d383,H,0.8692991564374998
d384,H,0.8710290278352443
d385,H,0.8658061327815458
d386,H,0.8867908291797214
d388,H,0.8911690430272193
d389,H,0.8135925816758623
d390,H,0.7874277932914319
d391,H,0.826891360947719
d393,H,0.8435807305787291
d394,H,0.803526039714011
d395,H,0.8096863353781611
d396,H,0.7796483459108967
d397,H,0.8631775939240328
d400,H,0.8840800172142815
d402,H,0.8332892395197772
d403,H,0.7736650343464168
d405,H,0.8671500581088212
d409,H,0.8854881988330321
d411,H,0.8377360037334685
d413,H,0.8492227622263488
d414,H,0.8567309492032662
d415,H,0.8495393061079085
d416,H,0.840960102985696
d418,H,0.7997463264813026
d419,H,0.8648800096091103
d423,H,0.840722710032154
d426,H,0.8332766511947172
d429,H,0.781341375816053
d430,H,0.7803110802127475
d431,H,0.7581328960646571
d432,H,0.7789648573983599
d433,H,0.8443994543711664
d435,H,0.8457027159388298
d443,H,0.8717683903565298
d445,H,0.8624152907984214
d447,H,0.735230407129242
d449,H,0.8120462289769892
d456,H,0.8500757947692583
d458,H,0.7788409648239613
d460,H,0.841691886083883
d465,H,0.894563435985331
d468,H,0.8372524743144577
d469,H,0.8058805257487284
d470,H,0.8098907938434018
d472,H,0.8792744061964399
d473,H,0.8235583966519652
d474,H,0.8882013580255341
d475,H,0.8946066222606449
d476,H,0.8510786080645081
d480,H,0.891042209117212
d481,H,0.8630146340492668
d483,H,0.8418456518003662
d485,H,0.8854948386139826
d489,H,0.8309299547475677
d491,H,0.8989193358710993
d493,H,0.8283295373686336
d494,H,0.8464019186443316
d497,H,0.8301630335417195
d499,H,0.8890744319094955
d500,H,0.7324399147547928
d501,H,0.8255248726082017
d503,H,0.8105179259799561
d505,H,0.8664179134389592
d508,H,0.8277141329944133
d511,H,0.7976165173558502
d513,H,0.8467949035154148
d515,H,0.8230726010602923
d516,H,0.8342340403114972
d517,H,0.7834130954760095
d518,H,0.8399867995713766
d519,H,0.8794463517873183
d528,H,0.8114040294004714
d529,H,0.8840391860121772
d530,H,0.863846825023668
d531,H,0.8732773985551752
d533,H,0.780532662417287
d535,H,0.8590257793156938
d536,H,0.8030666373027809
d538,H,0.8108895549535
d539,H,0.8461160840323338
d542,H,0.8416027840742443
d543,H,0.8518768506272583
d549,H,0.8392741578226944
d559,H,0.8920953694833528
d564,H,0.7958934469910508
d565,H,0.8407155417933546
d566,H,0.9008646176593138
d567,H,0.835905912306604
d570,H,0.8382918350068869
d573,H,0.864074444035645
d575,H,0.784418231046472
d578,H,0.8705018902402542
d579,H,0.6512891482380987
d580,H,0.865560217299194
d583,H,0.8904597688158717
d585,H,0.8208334034486185
d587,H,0.8689481780581575
d589,H,0.8154762767887903
d593,H,0.8712087364968013
d594,H,0.7739512306210157
d599,H,0.8921656577059855
d601,H,0.7752792618724458
d603,H,0.8853676366033377
d607,H,0.777405098592443
d611,H,0.8553282167963885
d613,H,0.7727691506346067
d614,H,0.881689663839723
d615,H,0.8765243525913154
d618,H,0.8747190952833209
d621,H,0.8953744125577201
d622,H,0.8585819169687473
d624,H,0.8402273429418418
d625,H,0.7744986633232867
d626,H,0.8163874767720699
d629,H,0.8734706703062151
d632,H,0.8743490851619868
d634,H,0.8839995203572407
d637,H,0.7912069274915741
d638,H,0.8404144262274106
d639,H,0.8882493652881832
d641,H,0.8169168738463709
d643,H,0.8658801523739832
d652,H,0.8015093089750975
d653,H,0.8745835970555033
d657,H,0.8890820956892438
d660,H,0.8967170388652728
d661,H,0.810147709691444
d662,H,0.8247164253528431
d663,H,0.8706732900012458
d666,H,0.8083226921086291
d667,H,0.8050947506572046
d668,H,0.7996373518857114
d669,H,0.858080957680605
d670,H,0.8526666337940176
d676,H,0.883807471510276
d677,H,0.8329676372865051
d679,H,0.8757966115242906
d680,H,0.8119447012301361
d681,H,0.8645325908782305
d683,H,0.8034159732890911
d686,H,0.8253502596489852
d687,H,0.8461481857768915
d688,H,0.7886840480867596
d690,H,0.8635691018361185
d691,H,0.8677077107131481
d694,H,0.876481927644748
d695,H,0.8867362193475531
d696,H,0.8518514258520944
d698,H,0.8971961617469788
d699,H,0.8242946683307705
d702,H,0.8809820989855622
d705,H,0.8755092862642037
d706,H,0.8660971990279984
d707,H,0.832419603271822
d708,H,0.8646614609356478
d709,H,0.8603197146664586
d710,H,0.8679531964951673
d711,H,0.8063083582111006
d712,H,0.8715001856418032
d714,H,0.8162902755695477
d716,H,0.8057649463899736
d717,H,0.8385652144749959
d718,H,0.8420678287266045
d726,H,0.7726356908989449
d727,H,0.7953602980660356
d729,H,0.8638888778347921
d732,H,0.8688129008348499
d736,H,0.8347136721444818
d739,H,0.8887548339422618
d743,H,0.802713128041638
d745,H,0.8167427430550257
d747,H,0.8589876226883019
d750,H,0.8874688995582564
d751,H,0.871778112396879
d755,H,0.8250086036884886
d757,H,0.8983377655347188
d758,H,0.8991782983529915
d760,H,0.8196728176304272
d761,H,0.7627666388012346
d762,H,0.7811030030895311
d763,H,0.8478342500314409
d764,H,0.8811697350798308
d765,H,0.8206798936155709
d766,H,0.8694116704237576
d768,H,0.8360450784149377
d769,H,0.882765482845051
d772,H,0.8083061137783133
d777,H,0.7647967003285885
d778,H,0.8858261571154682
d779,H,0.796755064278841
d780,H,0.8884992407304104
d781,H,0.8094633238528062
d782,H,0.8147756923766186
d784,H,0.8700393829577132
d788,H,0.8846030625942591
d789,H,0.8453770569705088
d790,H,0.820835686661303
d792,H,0.8028879541834103
d795,H,0.8820311274887486
d796,H,0.8606524797434979
d797,H,0.8301362183606513
d799,H,0.8284580713758866
d800,H,0.786875355776334
d801,H,0.780544506325837
d805,H,0.7838030691950693
d808,H,0.8224454291297921
d809,H,0.8663134426581409
d811,H,0.8626007752975932
d812,H,0.8234604385836671
d813,H,0.7078181938383507
d814,H,0.8667090132429793
d815,H,0.8774908646097723
d818,H,0.8141797460946385
d825,H,0.85247893335524
d826,H,0.8115426030041825
d828,H,0.7925108329703411
d830,H,0.8945004231142766
d832,H,0.764442032659609
d833,H,0.8287066547541854
d834,H,0.8683732018261304
d835,H,0.8696139572354836
d840,H,0.8838385693155802
d841,H,0.861711109807072
d843,H,0.883797156878493
d845,H,0.8283583625342767
d846,H,0.8266217475713483
d848,H,0.7870661109619963
d854,H,0.8051802957053334
d855,H,0.8533748140441136
d857,H,0.8779088900852445
d861,H,0.8118156747546343
d865,H,0.8803198461060051
d868,H,0.8942651460761005
d869,H,0.8403286905080642
d870,H,0.8138270608718152
d871,H,0.8252067124663756
d873,H,0.8249541056894623
d874,H,0.8614831335909732
d877,H,0.891776925893057
d878,H,0.8748180985516101
d879,H,0.8436509780371668
d880,H,0.887459682566779
d882,H,0.8050927495802039
d884,H,0.8400865505954302
d885,H,0.7776088367912684
d886,H,0.8310093172748975
d887,H,0.8679332206401666
d889,H,0.8747905842282555
d892,H,0.8141450007623505
d893,H,0.7596593404251362
d896,H,0.8588375165792448
d897,H,0.7955257099299203
d899,H,0.8274145781857158
d900,H,0.8770895858739948
d902,H,0.8469565833503959
d905,H,0.8382236484699604
d906,H,0.8716491414485751
d909,H,0.8908424842248269
d910,H,0.8491973773620668
d911,H,0.8184917784057373
d912,H,0.8339905443468264
d913,H,0.8797496346807158
d914,H,0.8810899484738269
d915,H,0.8747916513113915
d916,H,0.7961625276922105
d918,H,0.8267062700716621
d921,H,0.8990830472849924
d922,H,0.8849812341186235
d926,H,0.8123597853453988
d927,H,0.8046366556216616
d928,H,0.7800327668924933
d929,H,0.7903722155440066
d931,H,0.8320212153699792
d932,H,0.7966568199201272
d933,H,0.8781502077525313
d938,H,0.8862049290119618
d941,H,0.8853006736849839
d944,H,0.8480162317554156
d945,H,0.7641437299784586
d947,H,0.825878273365238
d949,H,0.898773845571738
d952,H,0.8642538040546717
d953,H,0.8444165941165841
d954,H,0.8670735830834152
d961,H,0.8775005320474358
d964,H,0.8523100768984522
d970,H,0.7988016039684966
d971,H,0.8128778802660795
d978,H,0.8357431970502215
d979,H,0.8775273531943828
d983,H,0.8778083583796924
d984,H,0.8173068570904434
d986,H,0.7945642755456412
d989,H,0.7895459118592847
d990,H,0.8527570281288411
d992,H,0.8756717814051587
d995,H,0.8709455378077648
d997,H,0.8605144378056543
d1001,H,0.841335110582836
d1003,H,0.7383018309033982
d1005,H,0.8710960044802444
d1006,H,0.8881440875576991
d1007,H,0.8441262553605411
d1009,H,0.8840533297988448
d1010,H,0.8346464000816378
d1012,H,0.8334413781036846
d1013,H,0.8167749276118619
d1014,H,0.8740405803789263
d1015,H,0.7622149652551587
d1016,H,0.8730425860394131
d1020,H,0.7936640505989393
d1021,H,0.8735663720717033
d1022,H,0.8794466596588774
d1025,H,0.7908836066042289
d1026,H,0.819105519034038
d1027,H,0.9013307259551117
d1028,H,0.8749389148995346
d1031,H,0.860534423055859
d1032,H,0.7640139732823193
d1033,H,0.8041604065782383
d1037,H,0.8214623267620297
d1038,H,0.8220131903177216
d1040,H,0.8663521479815245
d1041,H,0.8013730526037581
d1042,H,0.7472073444087679
d1047,H,0.8806176575129492
d1050,H,0.7724813976574961
d1051,H,0.809674821794033
d1052,H,0.8782939159382994
d1053,H,0.8240118851852521
d1054,H,0.8829937171751419
d1055,H,0.8671087218742621
d1061,H,0.836321100698046
d1062,H,0.8529616629035728
d1063,H,0.8062352247919157
d1064,H,0.8102911147510722
d1067,H,0.8824152796093477
d1068,H,0.8362556094868799
d1069,H,0.7826663322675114
d1071,H,0.7782443368912868
d1074,H,0.7424161743466594
d1077,H,0.8797706282508057
d1078,H,0.8011771935586617
d1082,H,0.792366801553275
d1083,H,0.8928793056591137
d1085,H,0.882477168909839
d1088,H,0.7869277924167372
d1090,H,0.8831716759980304
d1093,H,0.8770572261677848
d1094,H,0.8945588147876287
d1096,H,0.858137047663331
d1097,H,0.8606857018811362
d1100,H,0.8802137316285985
d1102,H,0.7796193419939332
d1103,H,0.8798924111806362
d1104,H,0.8453575630079616
d1107,H,0.8770634373040679
d1112,H,0.7784144196407271
d1113,H,0.830140547008715
d1115,H,0.8750985681458756
d1116,H,0.8751668719181774
d1117,H,0.7869578951744941
d1118,H,0.8785887652961146
d1125,H,0.8415766515046637
d1126,H,0.8829337637532841
d1128,H,0.8165999784241201
d1132,H,0.7829728236021561
d1133,H,0.8778996927158855
d1135,H,0.8828534838150848
d1138,H,0.8762792445125833
d1140,H,0.8943962052203062
d1143,H,0.8752686950531834
d1146,H,0.7988500083813926
d1147,H,0.8654292943739446
d1149,H,0.8623626397753303
d1150,H,0.8322186504838743
d1157,H,0.8073790878656187
d1158,H,0.8749213198908662
d1159,H,0.877764477607395
d1163,H,0.8010514106618257
d1164,H,0.8845033805887654
d1166,H,0.8822601017329776
d1168,H,0.8781576275273606
d1169,H,0.8949361900302851
d1171,H,0.8454833957366645
d1179,H,0.8812443439079367
d1180,H,0.7771976383023516
d1181,H,0.8595933621495285
d1182,H,0.807950939638775
d1187,H,0.8678133736356302
d1188,H,0.8224720742518656
d1189,H,0.8081783266495104
d1193,H,0.8687102580787959
d1194,H,0.774922019491593
d1195,H,0.7458745383672298
d1196,H,0.8899433347913954
d1197,H,0.8032020361747889
d1199,H,0.8637344910352079
d1203,H,0.8202628243993968
d1204,H,0.8830653296576606
d1208,H,0.8604319812646052
d1209,H,0.8764512689314156
d1211,H,0.8002541593079446
d1215,H,0.8431505497966735
d1220,H,0.8706208803346968
d1222,H,0.88674862232973
d1223,H,0.8662933129465805
d1224,H,0.8121392691851055
d1226,H,0.8616947581176646
d1227,H,0.8493929800074712
d1232,H,0.7948843757932385
d1233,H,0.7998067328584528
d1234,H,0.8277746744404014
d1236,H,0.8859367080424961
d1240,H,0.8614057899231002
d1241,H,0.8648683790908714
d1244,H,0.7790289680542778
d1245,H,0.8275244048006144
d1247,H,0.8761763168232781
d1250,H,0.7696155205953354
d1252,H,0.8337247196871501
d1255,H,0.8985943703424363
d1256,H,0.7441851830420395
d1257,H,0.775883063285922
d1258,H,0.8899600337852132
d1259,H,0.8762500460620399
d1260,H,0.8007584133495887
d1261,H,0.8162778464926256
d1262,H,0.8419041645408857
d1263,H,0.8082053691136285
d1266,H,0.7878724915197993
d1268,H,0.839099131387855
d1270,H,0.883104266219393
d1271,H,0.8399667878086879
d1275,H,0.838970859355938
d1276,H,0.8357877345898976
d1277,H,0.8828099666894457
d1280,H,0.8518787634766791
d1282,H,0.891265647591285
d1285,H,0.7806214405511452
d1287,H,0.8821837926688402
d1288,H,0.9039621743086342
d1289,H,0.8311894555322149
d1290,H,0.8061413896629716
d1291,H,0.8254411752120807
d1294,H,0.8822508364652111
d1295,H,0.8754439716218808
d1296,H,0.8088852024603901
d1298,H,0.8783244464653902
d1300,H,0.8660464904088283
d1302,H,0.8485349189968557
d1303,H,0.8661839335604951
d1304,H,0.8158589878510083
d1308,H,0.8067579821279619
d1309,H,0.8824190564385248
d1310,H,0.8441903917035753
d1312,H,0.831647077335843
d1315,H,0.8278134791382953
d1316,H,0.823146195585529
d1317,H,0.7778747067786753
d1326,H,0.8517664550099431
d1327,H,0.8230296226778651
d1328,H,0.8872239760492208
d1329,H,0.8642368208858426
d1331,H,0.8704068099780541
d1332,H,0.847221204905006
d1334,H,0.8902985961841685
d1335,H,0.7633605717725697
d1338,H,0.8813274286997815
d1342,H,0.8297384617798919
d1343,H,0.8324443857978892
d1345,H,0.7838791114024141
d1348,H,0.8966273398626419
d1350,H,0.8795096847175989
d1353,H,0.8142300877412448
d1354,H,0.7452113932337273
d1355,H,0.8011622603033792
d1358,H,0.8424523790274654
d1359,H,0.8961330517553366
d1360,H,0.8848135900606803
d1361,H,0.8916886465571751
d1363,H,0.8191406945896964
d1366,H,0.8638036696423517
d1369,H,0.8270623728056394
d1372,H,0.893664223583121
d1373,H,0.7661841543495794
d1374,H,0.8886678040027618
d1375,H,0.8724323495545171
d1377,H,0.7873301685859377
d1379,H,0.8651065456596287
d1380,H,0.7996406246875895
d1383,H,0.8147345803624305
d1384,H,0.8308058539729404
d1385,H,0.7977813758210025
d1386,H,0.8540161690622006
d1387,H,0.8399108595130118
d1391,H,0.817486966968836
d1392,H,0.859324302717305
d1398,H,0.8111192569318835
d1400,H,0.8464774058980716
d1402,H,0.8392160408477359
d1403,H,0.8194144558349327
d1404,H,0.8546254568386311
d1406,H,0.7993568781763315
d1409,H,0.8174983966522492
d1413,H,0.828006176550969
d1418,H,0.8080913483788934
d1421,H,0.8196931041595412
d1425,H,0.837896642813442
d1426,H,0.8554064939193174
d1427,H,0.8763670830263032
d1428,H,0.8202499825264083
d1430,H,0.8803249280899763
d1432,H,0.8215341213757971
d1434,H,0.8845718884187048
d1437,H,0.8024117553712062
d1438,H,0.8200373506988399
d1439,H,0.9000295523334952
d1441,H,0.8616816456713107
d1442,H,0.8384889912425129
d1444,H,0.8125199106530295
d1446,H,0.8748824949211934
d1449,H,0.8837203253399242
d1453,H,0.8772724806119434
d1458,H,0.8423833576962352
d1459,H,0.8310447043993257
d1460,H,0.8808148128645761
d1462,H,0.7811819365424281
d1465,H,0.8531439166444426
d1466,H,0.7333772127424962
d1467,H,0.890129417114492
d1468,H,0.8549040690205008
d1474,H,0.7790219322420083
d1477,H,0.7782526166420284
d1480,H,0.8643605271606026
d1482,H,0.8895955735986883
d1483,H,0.797119964079531
d1488,H,0.7886435900867548
d1491,H,0.8871339018698092
d1492,H,0.8359876480475764
d1494,H,0.8007708066926066
d1496,H,0.8591835763904133
d1497,H,0.8064240256124842
d1498,H,0.8114822518015117
d1500,H,0.8309016126331012
d1502,H,0.830410459447863
d1503,H,0.8640795109776763
d1507,H,0.8296498961262102
d1508,H,0.8099407732062708
d1510,H,0.8622616901993752
d1511,H,0.8605381252377161
d1512,H,0.8205301162687321
d1514,H,0.8823309692598524
d1517,H,0.7988308073995127
d1526,H,0.8474731005283944
d1528,H,0.8232560346930705
d1531,H,0.887648807408718
d1532,H,0.7518433592895157
d1533,H,0.8905112240112053
d1536,H,0.8081344353123789
d1540,H,0.8733638545860891
d1542,H,0.8768921182534405
d1543,H,0.8071045908012561
d1544,H,0.8773891428654844
d1548,H,0.8105639047689933
d1549,H,0.8677313842323668
d1551,H,0.8446118054064837
d1555,H,0.8302014325963003
d1558,H,0.8027562563037199
d1559,H,0.8243340927460963
d1560,H,0.8762683471879706
d1562,H,0.879885586651249
d1563,H,0.86273915087369
d1565,H,0.8660474105899294
d1566,H,0.7740066295852308
d1567,H,0.8674753378186606
d1571,H,0.8575298805131552
d1575,H,0.878418317547551
d1576,H,0.8483505421947386
d1577,H,0.8340242937754053
d1583,H,0.7919820267194455
d1586,H,0.8729500861943893
d1587,H,0.8224164257801715
d1589,H,0.9000710078648159
d1590,H,0.8423635734728089
d1592,H,0.8385342946019742
d1594,H,0.8893334807933502
d1596,H,0.8605085561559959
d1598,H,0.8621928982227762
d1600,H,0.896976093451182
d1601,H,0.8812593891507103
d1602,H,0.8651367446496373
d1603,H,0.8268653982905326
d1604,H,0.874553742317053
d1606,H,0.8305000214363044
d1608,H,0.8869857771966893
d1610,H,0.7242221418362591
d1611,H,0.9032485810193148
d1612,H,0.7042194395370853
d1614,H,0.787194931827416
d1615,H,0.868901121671553
d1616,H,0.796521994376891
d1619,H,0.879395933678517
d1620,H,0.8392474841592568
d1621,H,0.7909560514595902
d1623,H,0.8803783538666639
d1625,H,0.8469407336535648
d1627,H,0.664922113408043
d1630,H,0.8574079253428847
d1631,H,0.8857465584972694
d1633,H,0.7667032800763186
d1635,H,0.8323110196927265
d1636,H,0.8779202128030561
d1637,H,0.901485338097527
d1639,H,0.8687398256329091
d1641,H,0.7962953929080192
d1642,H,0.82751242611035
d1643,H,0.6961549672634662
d1646,H,0.8610303997316143
d1649,H,0.8067148546200423
d1650,H,0.8207573952568956
d1652,H,0.7872190697102988
d1655,H,0.781221416661317
d1656,H,0.8990246241583544
d1657,H,0.8780439954860944
d1658,H,0.8059788742102683
d1659,H,0.8944265533168361
d1660,H,0.8764432082199944
d1661,H,0.7493013503621812
d1662,H,0.884307838941239
d1666,H,0.8516958872574049
d1667,H,0.8240467733570508
d1669,H,0.8701420322907242
d1671,H,0.8760088620314358
d1674,H,0.8782563710285883
d1677,H,0.8475496119057591
d1682,H,0.7213829343747948
d1685,H,0.8833593525197527
d1686,H,0.787091742048703
d1687,H,0.8318168803484046
d1688,H,0.832112879874032
d1690,H,0.8855469959477583
d1691,H,0.8332089401226033
d1693,H,0.8777353647080335
d1694,H,0.894715017080307
d1698,H,0.8048586453459844
d1700,H,0.8420323472632014
d1701,H,0.8009518862319445
d1702,H,0.8320776969194412
d1703,H,0.7960014845379907
d1704,H,0.8000099788187072
d1706,H,0.8709991575706573
d1707,H,0.7876076676068945
d1708,H,0.7449889524180132
d1714,H,0.8950336737053417
d1715,H,0.8481956117128561
d1716,H,0.7966521421341963
d1719,H,0.8172755670429279
d1721,H,0.8733702590960322
d1724,H,0.7958110650111964
d1727,H,0.8142359961100198
d1728,H,0.8523328603153024
d1730,H,0.8652287303046746
d1731,H,0.8452290377212227
d1732,H,0.8666543592340671
d1738,H,0.8687638448769445
d1741,H,0.8688991671691821
d1742,H,0.8393794338957503
d1743,H,0.9035869334258285
d1744,H,0.7607024266683268
d1748,H,0.8339064942177282
d1749,H,0.8094401958859662
d1752,H,0.8602662466858563
d1754,H,0.8800796908991677
d1755,H,0.8439654387567226
d1756,H,0.8894905246730543
d1759,H,0.8618815549169526
d1761,H,0.8130612695982696
d1762,H,0.8818510651277999
d1764,H,0.87558420172386
d1765,H,0.8433249360292193
d1766,H,0.812931058512739
d1767,H,0.870912244802622
d1771,H,0.8048785876482725
d1775,H,0.8304524294354699
d1776,H,0.8145794694129134
d1779,H,0.8201543525240179
d1787,H,0.8440756790517342
d1788,H,0.8686591053569536
d1789,H,0.8176214869819441
d1790,H,0.8094394872209332
d1791,H,0.8311702918091958
d1793,H,0.8763920107000583
d1794,H,0.8843839714924494
d1795,H,0.8756125965770686
d1796,H,0.8184686287825641
d1797,H,0.8206109000757957
d1799,H,0.8643554381190617
d1800,H,0.8730455823587598
d1802,H,0.81567089445889
d1803,H,0.8274992953261567
d1808,H,0.8799806173972207
d1809,H,0.8517336814918302
d1811,H,0.819180857194888
d1814,H,0.8814196064358666
d1816,H,0.8698096819768805
d1818,H,0.8729643865462837
d1819,H,0.7972683069416352
d1821,H,0.8638791277469998
d1823,H,0.8807409039331139
d1824,H,0.8887070794150514
d1825,H,0.8446439260192085
d1826,H,0.8628588191638498
d1829,H,0.8225982944266155
d1831,H,0.760601548748648
d1832,H,0.8805535018583325
d1833,H,0.7961656441023065
d1836,H,0.8601860817974416
d1838,H,0.8465580774055234
d1839,H,0.7901300286736201
d1840,H,0.888084182334421
d1841,H,0.793897999458457
d1842,H,0.877962879430164
d1844,H,0.8926173896916145
d1849,H,0.8744704890644776
d1851,H,0.8193631197045584
d1852,H,0.8024029802692974
d1853,H,0.8071253151332928
d1854,H,0.8931766593897784
d1856,H,0.8577307570936545
d1857,H,0.5238543118407227
d1859,H,0.8473625272020416
d1860,H,0.8472473643986242
d1861,H,0.8319627738727088
d1864,H,0.8899184695077599
d1868,H,0.844914813481626
d1871,H,0.8870222373442216
d1872,H,0.8799077727432761
d1874,H,0.892118019795199
d1876,H,0.8586715824673312
d1877,H,0.7899725395920021
d1878,H,0.8276457240615316
d1880,H,0.8447812740098346
d1882,H,0.8505646927903096
d1883,H,0.7839464208762336
d1886,H,0.8527477477258498
d1887,H,0.8814322046183665
d1890,H,0.8317883432394376
d1891,H,0.7957412937040707
d1892,H,0.8393036714914415
d1895,H,0.8206558298009138
d1897,H,0.892830187404478
d1902,H,0.8412628432824498
d1903,H,0.8072689986268503
d1904,H,0.8865415998008273
d1906,H,0.8055760736763478
d1915,H,0.8706438585918826
d1916,H,0.8889326789815511
d1917,H,0.802431370641263
d1924,H,0.8112891947681253
d1925,H,0.7509433297200663
